seq,timestamp,data_source,flight_state,imu_accel_x,imu_accel_y,imu_accel_z,gyro_x,gyro_y,gyro_z,barometric_pressure,altitude,vertical_velocity,temperature,latitude,longitude,gps_altitude,gps_fix,gps_satellites,battery_voltage,separation_detected,quality_flags,crc16
2658,53.160000,SIMULATED,DESCENT,9.477,0.004,2.512,0.098,0.112,24.660,99514.7,151.82,-5.13,,,,,,,,1,0,E9D0
2659,53.180000,SIMULATED,DESCENT,9.401,0.068,2.617,-0.120,0.052,24.786,99513.7,151.89,-5.12,,,,,,,,1,0,77EA
2660,53.200000,SIMULATED,DESCENT,9.399,0.042,2.540,-0.115,0.074,24.479,99512.7,151.98,-5.10,,,,,,,,1,0,BB94
2661,53.220000,SIMULATED,DESCENT,9.461,-0.006,2.593,-0.016,0.168,24.240,99514.5,151.83,-5.08,,,,,,,,1,0,AA24
2662,53.240000,SIMULATED,DESCENT,9.485,-0.034,2.517,-0.018,0.038,24.120,99517.3,151.59,-5.07,,,,,,,,1,0,C0ED
2663,53.260000,SIMULATED,DESCENT,9.420,-0.026,2.729,-0.096,0.025,23.502,99520.7,151.30,-5.08,,,,,,,,1,0,20AD
2664,53.280000,SIMULATED,DESCENT,9.427,0.105,2.805,-0.053,0.118,23.138,99523.7,151.05,-5.10,,,,,,,,1,0,E710
2665,53.300000,SIMULATED,DESCENT,9.425,-0.025,2.802,0.081,-0.242,22.579,99524.0,151.03,-5.11,,,,,,,,1,0,20D2
2666,53.320000,SIMULATED,DESCENT,9.440,-0.049,2.782,-0.107,0.141,21.998,99530.1,150.51,-5.16,,,,,,,,1,0,6FDA
2667,53.340000,SIMULATED,DESCENT,9.374,-0.002,2.917,-0.001,-0.050,21.559,99524.0,151.02,-5.15,,,,,,,,1,0,FE61
2668,53.360000,SIMULATED,DESCENT,9.270,-0.072,2.967,-0.022,0.022,20.715,99529.3,150.58,-5.18,,,,,,,,1,0,AA9A
2669,53.380000,SIMULATED,DESCENT,9.340,0.003,3.008,0.042,-0.030,20.010,99528.6,150.64,-5.18,,,,,,,,1,0,06D4
2670,53.400000,SIMULATED,DESCENT,9.336,-0.061,3.064,0.252,0.043,19.188,99533.4,150.23,-5.21,,,,,,,,1,0,10EB
2671,53.420000,SIMULATED,DESCENT,9.246,-0.012,3.191,0.006,0.141,18.308,99532.7,150.29,-5.23,,,,,,,,1,0,6D49
2672,53.440000,SIMULATED,DESCENT,9.279,-0.034,3.218,0.036,0.039,17.641,99533.3,150.24,-5.24,,,,,,,,1,0,69F3
2673,53.460000,SIMULATED,DESCENT,9.165,-0.077,3.342,-0.016,0.041,16.654,99533.6,150.21,-5.25,,,,,,,,1,0,939D
2674,53.480000,SIMULATED,DESCENT,9.090,0.057,3.543,-0.130,-0.210,15.797,99530.6,150.47,-5.22,,,,,,,,1,0,DAD5
2675,53.500000,SIMULATED,DESCENT,9.133,0.083,3.602,0.090,0.058,14.862,99537.8,149.87,-5.24,,,,,,,,1,0,BA31
2676,53.520000,SIMULATED,DESCENT,9.115,-0.074,3.640,-0.011,0.036,13.746,99535.8,150.03,-5.23,,,,,,,,1,0,867A
2677,53.540000,SIMULATED,DESCENT,9.162,0.056,3.859,0.008,-0.056,12.712,99537.9,149.86,-5.23,,,,,,,,1,0,CEF4
2678,53.560000,SIMULATED,DESCENT,9.032,0.027,3.893,-0.058,-0.110,11.546,99533.5,150.22,-5.19,,,,,,,,1,0,4C9C
2679,53.580000,SIMULATED,DESCENT,8.953,-0.003,4.013,0.002,-0.104,10.276,99539.9,149.68,-5.19,,,,,,,,1,0,F4BA
2680,53.600000,SIMULATED,DESCENT,8.918,-0.008,4.031,0.118,-0.044,9.192,99543.0,149.42,-5.20,,,,,,,,1,0,5DF9
2681,53.620000,SIMULATED,DESCENT,8.935,0.042,4.131,0.068,0.054,8.149,99541.8,149.53,-5.20,,,,,,,,1,0,A78E
2682,53.640000,SIMULATED,DESCENT,8.801,-0.127,4.194,-0.160,-0.063,6.731,99546.2,149.16,-5.21,,,,,,,,1,0,2FE2
2683,53.660000,SIMULATED,DESCENT,8.801,0.082,4.418,0.012,0.012,5.669,99545.7,149.19,-5.22,,,,,,,,1,0,9D20
2684,53.680000,SIMULATED,DESCENT,8.682,-0.029,4.451,-0.045,-0.073,4.458,99547.3,149.06,-5.22,,,,,,,,1,0,ECDA
2685,53.700000,SIMULATED,DESCENT,8.651,-0.047,4.657,0.000,0.009,3.306,99547.8,149.02,-5.22,,,,,,,,1,0,F8AC
2686,53.720000,SIMULATED,DESCENT,8.529,0.011,4.792,-0.032,0.062,1.948,99546.2,149.15,-5.20,,,,,,,,1,0,9390
2687,53.740000,SIMULATED,DESCENT,8.590,0.023,4.858,0.036,-0.135,0.639,99552.7,148.60,-5.22,,,,,,,,1,0,EFB9
2688,53.760000,SIMULATED,DESCENT,8.521,0.022,4.999,-0.045,0.133,-0.571,99549.0,148.91,-5.21,,,,,,,,1,0,1D8A
2689,53.780000,SIMULATED,DESCENT,8.488,-0.001,5.108,0.028,-0.072,-1.971,99552.8,148.59,-5.21,,,,,,,,1,0,8183
2690,53.800000,SIMULATED,DESCENT,8.366,-0.066,5.250,-0.125,0.006,-3.144,99556.8,148.26,-5.23,,,,,,,,1,0,2A18
2691,53.820000,SIMULATED,DESCENT,8.216,-0.033,5.323,-0.039,-0.072,-4.470,99554.3,148.47,-5.22,,,,,,,,1,0,5C6B
2692,53.840000,SIMULATED,DESCENT,8.154,-0.046,5.390,-0.059,-0.107,-5.650,99560.3,147.96,-5.25,,,,,,,,1,0,0D4C
2693,53.860000,SIMULATED,DESCENT,8.136,0.045,5.564,0.194,-0.130,-6.798,99556.4,148.29,-5.24,,,,,,,,1,0,643E
2694,53.880000,SIMULATED,DESCENT,8.056,-0.030,5.580,-0.103,0.020,-8.092,99565.0,147.56,-5.28,,,,,,,,1,0,3354
2695,53.900000,SIMULATED,DESCENT,7.999,-0.047,5.729,0.108,-0.137,-9.155,99561.7,147.84,-5.29,,,,,,,,1,0,E6E7
2696,53.920000,SIMULATED,DESCENT,7.903,0.005,5.754,-0.079,0.051,-10.467,99557.6,148.19,-5.26,,,,,,,,1,0,6FC5
2697,53.940000,SIMULATED,DESCENT,7.868,0.151,5.819,0.081,-0.174,-11.453,99560.4,147.95,-5.24,,,,,,,,1,0,F21A
2698,53.960000,SIMULATED,DESCENT,7.807,-0.071,6.056,-0.059,-0.048,-12.563,99565.7,147.50,-5.25,,,,,,,,1,0,42DD
2699,53.980000,SIMULATED,DESCENT,7.695,-0.050,5.950,-0.068,0.101,-13.707,99568.3,147.29,-5.27,,,,,,,,1,0,27A5
2700,54.000000,SIMULATED,DESCENT,7.738,0.022,6.236,-0.149,0.124,-14.771,99566.0,147.48,-5.27,20.33,0.0004021,0.0007725,149.1,3,9,4.056,1,0,AD93
2701,54.020000,SIMULATED,DESCENT,7.544,0.029,6.223,-0.009,0.092,-15.913,99569.2,147.21,-5.28,,,,,,,,1,0,3F5C
2702,54.040000,SIMULATED,DESCENT,7.500,-0.044,6.261,-0.170,-0.121,-16.629,99568.8,147.24,-5.27,,,,,,,,1,0,17F5
2703,54.060000,SIMULATED,DESCENT,7.482,0.040,6.423,-0.134,-0.075,-17.648,99573.0,146.89,-5.29,,,,,,,,1,0,59ED
2704,54.080000,SIMULATED,DESCENT,7.397,0.019,6.363,-0.032,-0.037,-18.423,99570.5,147.10,-5.28,,,,,,,,1,0,D50F
2705,54.100000,SIMULATED,DESCENT,7.377,0.046,6.556,-0.033,-0.011,-19.111,99569.5,147.18,-5.26,,,,,,,,1,0,EC85
2706,54.120000,SIMULATED,DESCENT,7.267,-0.034,6.558,0.041,0.099,-20.034,99570.8,147.07,-5.23,,,,,,,,1,0,69E0
2707,54.140000,SIMULATED,DESCENT,7.277,0.038,6.634,0.018,0.156,-20.821,99574.3,146.78,-5.23,,,,,,,,1,0,9154
2708,54.160000,SIMULATED,DESCENT,7.223,-0.003,6.616,-0.036,0.064,-21.408,99570.7,147.08,-5.19,,,,,,,,1,0,DD16
2709,54.180000,SIMULATED,DESCENT,7.137,0.030,6.722,0.017,0.214,-22.030,99576.2,146.62,-5.18,,,,,,,,1,0,4B52
2710,54.200000,SIMULATED,DESCENT,7.032,-0.011,6.826,0.047,0.113,-22.577,99582.6,146.08,-5.21,,,,,,,,1,0,77AC
2711,54.220000,SIMULATED,DESCENT,7.085,-0.028,6.704,0.013,-0.015,-23.017,99577.2,146.53,-5.19,,,,,,,,1,0,1CC2
2712,54.240000,SIMULATED,DESCENT,7.044,-0.005,6.827,0.002,0.073,-23.539,99581.5,146.17,-5.20,,,,,,,,1,0,25ED
2713,54.260000,SIMULATED,DESCENT,7.013,-0.099,6.809,-0.101,-0.015,-23.966,99576.1,146.63,-5.15,,,,,,,,1,0,8C41
2714,54.280000,SIMULATED,DESCENT,7.053,-0.020,6.854,0.049,0.046,-24.155,99583.8,145.98,-5.16,,,,,,,,1,0,1DEE
2715,54.300000,SIMULATED,DESCENT,6.975,0.004,7.001,-0.009,0.081,-24.761,99585.4,145.84,-5.16,,,,,,,,1,0,D3E1
2716,54.320000,SIMULATED,DESCENT,6.915,0.057,6.957,0.107,0.070,-24.618,99583.6,145.99,-5.15,,,,,,,,1,0,7F56
2717,54.340000,SIMULATED,DESCENT,7.000,0.010,6.888,0.207,-0.127,-24.655,99584.4,145.93,-5.13,,,,,,,,1,0,B3EC
2718,54.360000,SIMULATED,DESCENT,6.876,-0.051,6.855,0.057,-0.173,-25.218,99586.6,145.75,-5.12,,,,,,,,1,0,850B
2719,54.380000,SIMULATED,DESCENT,6.885,0.015,6.977,0.011,-0.067,-25.062,99593.4,145.17,-5.16,,,,,,,,1,0,171C
2720,54.400000,SIMULATED,DESCENT,7.006,-0.073,6.998,-0.130,0.038,-25.168,99589.1,145.53,-5.15,,,,,,,,1,0,DC68
2721,54.420000,SIMULATED,DESCENT,6.969,0.007,6.891,0.057,0.258,-24.911,99586.9,145.71,-5.11,,,,,,,,1,0,F527
2722,54.440000,SIMULATED,DESCENT,6.926,0.082,6.878,0.144,-0.085,-24.522,99593.5,145.16,-5.12,,,,,,,,1,0,A2CD
2723,54.460000,SIMULATED,DESCENT,6.996,0.042,7.008,-0.073,0.025,-24.658,99592.0,145.29,-5.11,,,,,,,,1,0,1B1D
2724,54.480000,SIMULATED,DESCENT,7.039,-0.039,6.916,-0.175,0.008,-24.064,99591.5,145.33,-5.08,,,,,,,,1,0,AF3E
2725,54.500000,SIMULATED,DESCENT,7.032,0.006,6.944,-0.034,0.147,-23.735,99598.3,144.75,-5.10,,,,,,,,1,0,1295
2726,54.520000,SIMULATED,DESCENT,7.094,-0.002,6.817,0.052,0.025,-23.268,99594.0,145.12,-5.08,,,,,,,,1,0,5B75
2727,54.540000,SIMULATED,DESCENT,7.120,0.006,6.727,-0.033,0.094,-22.856,99598.5,144.74,-5.08,,,,,,,,1,0,06F4
2728,54.560000,SIMULATED,DESCENT,7.080,0.031,6.758,0.237,-0.018,-22.340,99603.0,144.35,-5.10,,,,,,,,1,0,0061
2729,54.580000,SIMULATED,DESCENT,7.190,-0.009,6.634,-0.124,0.063,-21.694,99599.0,144.70,-5.09,,,,,,,,1,0,1E81
2730,54.600000,SIMULATED,DESCENT,7.253,0.005,6.708,0.034,-0.089,-21.075,99602.8,144.37,-5.09,,,,,,,,1,0,AB51
2731,54.620000,SIMULATED,DESCENT,7.235,-0.076,6.656,0.087,-0.008,-20.166,99603.6,144.31,-5.10,,,,,,,,1,0,83F2
2732,54.640000,SIMULATED,DESCENT,7.321,0.034,6.523,-0.250,0.179,-19.799,99608.6,143.89,-5.13,,,,,,,,1,0,F80E
2733,54.660000,SIMULATED,DESCENT,7.303,0.047,6.513,-0.179,-0.018,-18.848,99606.1,144.10,-5.13,,,,,,,,1,0,F07D
2734,54.680000,SIMULATED,DESCENT,7.452,0.025,6.494,0.071,0.082,-18.027,99610.8,143.70,-5.15,,,,,,,,1,0,57C6
2735,54.700000,SIMULATED,DESCENT,7.406,0.056,6.434,0.084,-0.134,-17.061,99609.1,143.85,-5.16,,,,,,,,1,0,FC12
2736,54.720000,SIMULATED,DESCENT,7.558,-0.008,6.226,-0.101,0.116,-16.265,99607.6,143.97,-5.14,,,,,,,,1,0,0E19
2737,54.740000,SIMULATED,DESCENT,7.581,0.007,6.211,0.055,-0.029,-15.180,99610.5,143.73,-5.14,,,,,,,,1,0,BB13
2738,54.760000,SIMULATED,DESCENT,7.638,-0.031,6.128,0.091,-0.025,-14.214,99608.5,143.89,-5.11,,,,,,,,1,0,68DA
2739,54.780000,SIMULATED,DESCENT,7.805,0.022,6.004,0.009,-0.010,-13.075,99617.3,143.15,-5.14,,,,,,,,1,0,DD11
2740,54.800000,SIMULATED,DESCENT,7.808,0.000,5.986,-0.059,-0.110,-12.100,99613.3,143.49,-5.13,,,,,,,,1,0,FB66
2741,54.820000,SIMULATED,DESCENT,7.866,-0.049,5.851,-0.199,-0.013,-10.972,99617.7,143.11,-5.15,,,,,,,,1,0,2F60
2742,54.840000,SIMULATED,DESCENT,7.975,-0.002,5.794,-0.028,0.026,-9.707,99620.2,142.91,-5.17,,,,,,,,1,0,E5C3
2743,54.860000,SIMULATED,DESCENT,8.069,0.013,5.693,0.157,0.127,-8.665,99623.0,142.67,-5.20,,,,,,,,1,0,36CE
2744,54.880000,SIMULATED,DESCENT,8.149,0.022,5.479,0.094,-0.058,-7.618,99618.2,143.07,-5.19,,,,,,,,1,0,735E
2745,54.900000,SIMULATED,DESCENT,8.135,-0.070,5.457,-0.013,0.048,-6.197,99623.2,142.65,-5.20,,,,,,,,1,0,F22F
2746,54.920000,SIMULATED,DESCENT,8.206,-0.032,5.281,0.096,0.051,-5.087,99617.0,143.17,-5.16,,,,,,,,1,0,F6AE
2747,54.940000,SIMULATED,DESCENT,8.349,-0.086,5.052,-0.100,-0.018,-3.573,99623.8,142.60,-5.17,,,,,,,,1,0,A575
2748,54.960000,SIMULATED,DESCENT,8.331,-0.108,5.095,0.034,0.169,-2.676,99623.6,142.61,-5.16,,,,,,,,1,0,D98E
2749,54.980000,SIMULATED,DESCENT,8.369,-0.030,5.001,0.172,-0.063,-1.280,99626.2,142.40,-5.16,,,,,,,,1,0,5ED3
2750,55.000000,SIMULATED,DESCENT,8.514,0.022,4.905,-0.061,-0.084,-0.057,99620.5,142.88,-5.12,20.26,0.0003713,0.0008080,140.8,3,9,4.057,1,0,5958
2751,55.020000,SIMULATED,DESCENT,8.571,-0.014,4.780,-0.113,-0.023,1.338,99627.8,142.26,-5.12,,,,,,,,1,0,363F
2752,55.040000,SIMULATED,DESCENT,8.665,0.023,4.694,0.006,-0.081,2.614,99627.0,142.33,-5.10,,,,,,,,1,0,4B73
2753,55.060000,SIMULATED,DESCENT,8.592,0.055,4.722,0.011,-0.045,3.690,99627.2,142.32,-5.08,,,,,,,,1,0,D9D4
2754,55.080000,SIMULATED,DESCENT,8.778,0.013,4.385,-0.053,0.062,5.079,99632.8,141.84,-5.09,,,,,,,,1,0,F167
2755,55.100000,SIMULATED,DESCENT,8.786,-0.016,4.417,0.117,-0.010,6.222,99627.4,142.30,-5.06,,,,,,,,1,0,298A
2756,55.120000,SIMULATED,DESCENT,8.842,0.035,4.201,0.100,0.043,7.307,99627.8,142.27,-5.02,,,,,,,,1,0,C8C1
2757,55.140000,SIMULATED,DESCENT,8.887,0.082,4.079,-0.039,0.076,8.597,99623.8,142.61,-4.95,,,,,,,,1,0,1BC8
2758,55.160000,SIMULATED,DESCENT,8.899,-0.061,4.124,0.126,0.079,9.927,99637.0,141.48,-4.96,,,,,,,,1,0,7B40
2759,55.180000,SIMULATED,DESCENT,8.941,0.069,3.905,-0.037,0.089,10.956,99641.9,141.08,-5.00,,,,,,,,1,0,F54B
2760,55.200000,SIMULATED,DESCENT,9.023,0.042,3.824,-0.147,-0.031,12.173,99644.0,140.90,-5.05,,,,,,,,1,0,F613
2761,55.220000,SIMULATED,DESCENT,9.143,-0.029,3.825,0.096,0.075,13.083,99637.8,141.42,-5.04,,,,,,,,1,0,5F5D
2762,55.240000,SIMULATED,DESCENT,9.110,-0.025,3.576,-0.039,0.048,14.221,99644.2,140.88,-5.06,,,,,,,,1,0,D5FF
2763,55.260000,SIMULATED,DESCENT,9.185,0.041,3.536,0.041,-0.195,15.107,99640.3,141.21,-5.05,,,,,,,,1,0,5718
2764,55.280000,SIMULATED,DESCENT,9.139,0.120,3.397,0.033,-0.031,16.273,99642.1,141.06,-5.05,,,,,,,,1,0,7B7A
2765,55.300000,SIMULATED,DESCENT,9.299,-0.069,3.327,-0.142,-0.026,17.183,99645.0,140.81,-5.05,,,,,,,,1,0,CBEA
2766,55.320000,SIMULATED,DESCENT,9.240,-0.022,3.290,-0.084,-0.005,18.223,99646.1,140.72,-5.06,,,,,,,,1,0,24EE
2767,55.340000,SIMULATED,DESCENT,9.307,0.023,3.130,0.113,-0.007,18.953,99648.3,140.54,-5.07,,,,,,,,1,0,32A7
2768,55.360000,SIMULATED,DESCENT,9.318,-0.006,3.089,-0.098,-0.103,19.721,99650.9,140.32,-5.09,,,,,,,,1,0,B98B
2769,55.380000,SIMULATED,DESCENT,9.354,-0.057,2.972,0.115,0.104,20.508,99647.7,140.58,-5.08,,,,,,,,1,0,DC18
2770,55.400000,SIMULATED,DESCENT,9.273,-0.056,3.020,0.087,-0.026,20.959,99650.1,140.38,-5.08,,,,,,,,1,0,828E
2771,55.420000,SIMULATED,DESCENT,9.468,0.023,2.962,0.133,-0.044,21.811,99648.9,140.49,-5.06,,,,,,,,1,0,B7D7
2772,55.440000,SIMULATED,DESCENT,9.491,0.041,2.732,0.017,-0.129,22.228,99654.7,139.99,-5.08,,,,,,,,1,0,BDA0
2773,55.460000,SIMULATED,DESCENT,9.338,-0.011,2.712,-0.019,-0.017,22.832,99654.1,140.05,-5.08,,,,,,,,1,0,BE76
2774,55.480000,SIMULATED,DESCENT,9.494,-0.039,2.638,-0.068,0.067,23.477,99656.4,139.85,-5.09,,,,,,,,1,0,A99E
2775,55.500000,SIMULATED,DESCENT,9.550,-0.032,2.637,0.074,-0.028,23.834,99657.2,139.78,-5.09,,,,,,,,1,0,CB7A
2776,55.520000,SIMULATED,DESCENT,9.468,0.028,2.704,-0.109,0.014,23.915,99656.2,139.86,-5.08,,,,,,,,1,0,4B33
2777,55.540000,SIMULATED,DESCENT,9.452,0.064,2.572,0.002,-0.028,24.486,99654.9,139.98,-5.06,,,,,,,,1,0,0F6B
2778,55.560000,SIMULATED,DESCENT,9.390,0.042,2.545,0.048,-0.037,24.763,99658.9,139.64,-5.05,,,,,,,,1,0,0040
2779,55.580000,SIMULATED,DESCENT,9.514,-0.058,2.507,0.015,0.054,24.823,99658.5,139.68,-5.03,,,,,,,,1,0,3AC9
2780,55.600000,SIMULATED,DESCENT,9.519,-0.020,2.545,-0.114,-0.007,24.891,99661.9,139.39,-5.03,,,,,,,,1,0,E2D3
2781,55.620000,SIMULATED,DESCENT,9.473,-0.030,2.542,-0.079,0.001,24.848,99664.1,139.20,-5.04,,,,,,,,1,0,DA54
2782,55.640000,SIMULATED,DESCENT,9.495,-0.078,2.496,0.066,0.003,25.060,99664.8,139.14,-5.04,,,,,,,,1,0,AB09
2783,55.660000,SIMULATED,DESCENT,9.487,0.058,2.638,0.095,0.204,24.792,99658.6,139.66,-5.00,,,,,,,,1,0,654A
2784,55.680000,SIMULATED,DESCENT,9.521,0.098,2.547,-0.041,-0.179,24.775,99671.0,138.62,-5.03,,,,,,,,1,0,854C
2785,55.700000,SIMULATED,DESCENT,9.457,0.102,2.537,-0.064,-0.185,24.480,99667.8,138.89,-5.03,,,,,,,,1,0,F15E
2786,55.720000,SIMULATED,DESCENT,9.493,0.053,2.569,-0.133,-0.100,24.215,99669.2,138.77,-5.03,,,,,,,,1,0,BA45
2787,55.740000,SIMULATED,DESCENT,9.457,-0.041,2.562,0.042,0.122,23.899,99674.0,138.37,-5.05,,,,,,,,1,0,33D4
2788,55.760000,SIMULATED,DESCENT,9.416,0.083,2.819,0.119,-0.014,23.563,99670.7,138.64,-5.05,,,,,,,,1,0,EEB5
2789,55.780000,SIMULATED,DESCENT,9.520,0.000,2.684,0.098,-0.030,23.045,99675.3,138.25,-5.06,,,,,,,,1,0,77F5
2790,55.800000,SIMULATED,DESCENT,9.360,-0.028,2.679,-0.094,-0.108,22.746,99674.2,138.35,-5.07,,,,,,,,1,0,4A62
2791,55.820000,SIMULATED,DESCENT,9.387,0.006,2.886,-0.138,0.001,22.063,99676.9,138.12,-5.08,,,,,,,,1,0,C83A
2792,55.840000,SIMULATED,DESCENT,9.317,-0.022,2.848,-0.284,-0.183,21.435,99677.6,138.06,-5.08,,,,,,,,1,0,0A21
2793,55.860000,SIMULATED,DESCENT,9.346,0.007,2.867,-0.251,0.176,20.811,99681.1,137.76,-5.11,,,,,,,,1,0,7954
2794,55.880000,SIMULATED,DESCENT,9.383,-0.008,3.022,-0.014,0.097,20.104,99678.7,137.97,-5.10,,,,,,,,1,0,175A
2795,55.900000,SIMULATED,DESCENT,9.335,-0.083,3.096,0.108,0.077,19.114,99682.0,137.69,-5.11,,,,,,,,1,0,B479
2796,55.920000,SIMULATED,DESCENT,9.220,0.061,3.194,-0.049,-0.037,18.447,99687.0,137.27,-5.15,,,,,,,,1,0,437F
2797,55.940000,SIMULATED,DESCENT,9.239,0.049,3.208,0.072,-0.147,17.641,99684.8,137.46,-5.16,,,,,,,,1,0,C948
2798,55.960000,SIMULATED,DESCENT,9.271,0.033,3.405,0.001,0.080,16.578,99684.8,137.45,-5.16,,,,,,,,1,0,A38A
2799,55.980000,SIMULATED,DESCENT,9.214,0.016,3.474,0.031,0.157,15.716,99684.7,137.47,-5.15,,,,,,,,1,0,CCCC
2800,56.000000,SIMULATED,DESCENT,9.240,-0.077,3.497,-0.277,-0.033,14.690,99689.7,137.04,-5.17,20.15,0.0003875,0.0008355,140.8,3,9,4.053,1,0,E8AB
2801,56.020000,SIMULATED,DESCENT,9.095,-0.025,3.599,-0.121,0.060,13.793,99690.2,137.00,-5.18,,,,,,,,1,0,C91A
2802,56.040000,SIMULATED,DESCENT,9.069,-0.117,3.749,-0.086,-0.116,12.684,99683.9,137.53,-5.14,,,,,,,,1,0,D318
2803,56.060000,SIMULATED,DESCENT,9.052,0.148,3.859,0.167,-0.020,11.319,99688.5,137.14,-5.13,,,,,,,,1,0,9401
2804,56.080000,SIMULATED,DESCENT,9.032,0.008,3.898,0.141,-0.089,10.493,99694.9,136.60,-5.15,,,,,,,,1,0,1B45
2805,56.100000,SIMULATED,DESCENT,8.974,-0.032,4.011,0.113,-0.081,9.169,99698.7,136.28,-5.19,,,,,,,,1,0,872A
2806,56.120000,SIMULATED,DESCENT,8.832,-0.020,4.182,0.096,0.011,7.959,99687.4,137.24,-5.14,,,,,,,,1,0,64D0
2807,56.140000,SIMULATED,DESCENT,8.771,-0.078,4.307,0.044,-0.036,6.911,99691.3,136.91,-5.11,,,,,,,,1,0,A132
2808,56.160000,SIMULATED,DESCENT,8.720,0.020,4.304,0.099,0.075,5.571,99695.0,136.60,-5.10,,,,,,,,1,0,A016
2809,56.180000,SIMULATED,DESCENT,8.813,0.017,4.436,-0.178,-0.009,4.587,99703.2,135.90,-5.14,,,,,,,,1,0,4DD8
2810,56.200000,SIMULATED,DESCENT,8.555,-0.115,4.678,-0.283,-0.015,2.987,99697.4,136.40,-5.13,,,,,,,,1,0,E476
2811,56.220000,SIMULATED,DESCENT,8.656,-0.043,4.715,-0.150,0.124,1.863,99699.4,136.22,-5.12,,,,,,,,1,0,B6B1
2812,56.240000,SIMULATED,DESCENT,8.517,0.025,4.768,0.000,0.029,0.548,99700.9,136.10,-5.12,,,,,,,,1,0,CAE6
2813,56.260000,SIMULATED,DESCENT,8.535,0.035,4.947,-0.050,-0.058,-0.658,99697.2,136.41,-5.08,,,,,,,,1,0,B9D5
2814,56.280000,SIMULATED,DESCENT,8.402,0.006,5.046,-0.146,-0.064,-1.822,99703.9,135.84,-5.09,,,,,,,,1,0,FCDA
2815,56.300000,SIMULATED,DESCENT,8.288,0.002,5.198,-0.028,-0.001,-3.112,99702.8,135.94,-5.07,,,,,,,,1,0,2FE5
2816,56.320000,SIMULATED,DESCENT,8.329,0.038,5.235,-0.062,-0.016,-4.425,99705.7,135.70,-5.07,,,,,,,,1,0,8C2C
2817,56.340000,SIMULATED,DESCENT,8.192,-0.008,5.418,0.022,-0.083,-5.574,99708.1,135.49,-5.08,,,,,,,,1,0,927B
2818,56.360000,SIMULATED,DESCENT,8.169,-0.029,5.548,0.059,-0.086,-6.981,99705.8,135.68,-5.06,,,,,,,,1,0,43C8
2819,56.380000,SIMULATED,DESCENT,8.074,0.029,5.576,0.131,0.084,-8.273,99711.2,135.23,-5.07,,,,,,,,1,0,90D5
2820,56.400000,SIMULATED,DESCENT,8.006,-0.024,5.625,-0.055,-0.185,-9.209,99712.0,135.16,-5.08,,,,,,,,1,0,4C0A
2821,56.420000,SIMULATED,DESCENT,7.959,0.013,5.782,0.078,0.057,-10.135,99713.5,135.04,-5.10,,,,,,,,1,0,45D1
2822,56.440000,SIMULATED,DESCENT,7.846,-0.019,5.819,0.146,0.085,-11.449,99713.8,135.01,-5.10,,,,,,,,1,0,83F6
2823,56.460000,SIMULATED,DESCENT,7.763,-0.016,6.020,0.214,0.011,-12.583,99714.0,135.00,-5.10,,,,,,,,1,0,DFE8
2824,56.480000,SIMULATED,DESCENT,7.714,0.039,6.067,-0.212,0.137,-13.764,99710.8,135.26,-5.06,,,,,,,,1,0,DD87
2825,56.500000,SIMULATED,DESCENT,7.591,0.068,6.128,0.174,0.069,-14.800,99717.0,134.74,-5.07,,,,,,,,1,0,0E11
2826,56.520000,SIMULATED,DESCENT,7.550,-0.046,6.237,0.015,-0.010,-15.922,99714.8,134.92,-5.05,,,,,,,,1,0,F5D4
2827,56.540000,SIMULATED,DESCENT,7.565,0.060,6.348,0.007,0.135,-16.701,99719.0,134.57,-5.05,,,,,,,,1,0,B646
2828,56.560000,SIMULATED,DESCENT,7.558,-0.049,6.404,0.064,0.050,-17.452,99723.3,134.21,-5.07,,,,,,,,1,0,A652
2829,56.580000,SIMULATED,DESCENT,7.401,0.015,6.470,-0.138,-0.028,-18.441,99724.3,134.12,-5.09,,,,,,,,1,0,D3A4
2830,56.600000,SIMULATED,DESCENT,7.384,0.020,6.472,0.166,0.101,-19.267,99722.1,134.31,-5.09,,,,,,,,1,0,9B0B
2831,56.620000,SIMULATED,DESCENT,7.356,-0.036,6.547,-0.182,0.081,-19.901,99723.2,134.21,-5.08,,,,,,,,1,0,247B
2832,56.640000,SIMULATED,DESCENT,7.232,-0.032,6.675,-0.157,0.047,-20.652,99725.6,134.02,-5.08,,,,,,,,1,0,EAA3
2833,56.660000,SIMULATED,DESCENT,7.207,0.008,6.689,0.016,0.070,-21.481,99725.4,134.03,-5.08,,,,,,,,1,0,8A8A
2834,56.680000,SIMULATED,DESCENT,7.046,-0.134,6.746,0.121,-0.014,-22.005,99728.8,133.74,-5.09,,,,,,,,1,0,DC6D
2835,56.700000,SIMULATED,DESCENT,7.060,0.040,6.760,0.051,0.004,-22.665,99734.1,133.30,-5.12,,,,,,,,1,0,1CD9
2836,56.720000,SIMULATED,DESCENT,7.021,0.081,6.833,-0.059,-0.027,-22.903,99728.8,133.75,-5.11,,,,,,,,1,0,8722
2837,56.740000,SIMULATED,DESCENT,7.111,0.024,6.759,-0.104,-0.066,-23.601,99736.9,133.06,-5.15,,,,,,,,1,0,C007
2838,56.760000,SIMULATED,DESCENT,6.950,0.022,6.863,0.007,-0.179,-23.883,99728.0,133.81,-5.12,,,,,,,,1,0,C4A5
