seq,timestamp,data_source,flight_state,imu_accel_x,imu_accel_y,imu_accel_z,gyro_x,gyro_y,gyro_z,barometric_pressure,altitude,vertical_velocity,temperature,latitude,longitude,gps_altitude,gps_fix,gps_satellites,battery_voltage,separation_detected,quality_flags,crc16
1003,20.060000,SYNTHETIC,DESCENT,8.589,0.082,4.567,-0.056,-0.077,3.711,100296.0,86.04,-5.00,,,,,,,,1,0,B174
1004,20.080000,SYNTHETIC,DESCENT,8.630,-0.009,4.441,0.080,0.093,5.069,100302.2,85.52,-5.03,,,,,,,,1,0,0CBD
1005,20.100000,SYNTHETIC,DESCENT,8.826,0.061,4.345,0.010,0.034,6.125,100301.0,85.62,-5.03,,,,,,,,1,0,3C81
1006,20.120000,SYNTHETIC,DESCENT,8.942,0.008,4.256,-0.021,-0.083,7.343,100302.1,85.53,-5.04,,,,,,,,1,0,5E06
1007,20.140000,SYNTHETIC,DESCENT,8.924,0.074,4.110,0.044,-0.033,8.622,100307.7,85.06,-5.08,,,,,,,,1,0,9C24
1008,20.160000,SYNTHETIC,DESCENT,8.925,-0.036,3.952,0.048,0.086,9.921,100303.8,85.39,-5.07,,,,,,,,1,0,D8A7
1009,20.180000,SYNTHETIC,DESCENT,9.000,0.059,3.908,0.177,-0.124,10.816,100305.4,85.25,-5.07,,,,,,,,1,0,134A
1010,20.200000,SYNTHETIC,DESCENT,9.057,0.061,3.808,-0.023,0.175,11.920,100308.1,85.03,-5.08,,,,,,,,1,0,D15A
1011,20.220000,SYNTHETIC,DESCENT,9.032,0.013,3.654,-0.016,-0.036,13.137,100311.2,84.77,-5.11,,,,,,,,1,0,8756
1012,20.240000,SYNTHETIC,DESCENT,9.094,-0.098,3.554,0.047,-0.076,14.257,100305.6,85.24,-5.07,,,,,,,,1,0,27D2
1013,20.260000,SYNTHETIC,DESCENT,9.097,0.020,3.463,-0.194,0.090,15.235,100314.0,84.53,-5.10,,,,,,,,1,0,3E67
1014,20.280000,SYNTHETIC,DESCENT,9.182,-0.014,3.332,0.028,-0.008,16.472,100315.3,84.42,-5.13,,,,,,,,1,0,C224
1015,20.300000,SYNTHETIC,DESCENT,9.253,0.003,3.334,-0.008,0.052,17.134,100313.1,84.61,-5.13,,,,,,,,1,0,3C6B
1016,20.320000,SYNTHETIC,DESCENT,9.398,0.072,3.297,0.105,0.015,17.980,100312.8,84.63,-5.11,,,,,,,,1,0,8EF1
1017,20.340000,SYNTHETIC,DESCENT,9.264,-0.116,3.201,0.016,-0.114,18.948,100313.9,84.54,-5.09,,,,,,,,1,0,4497
1018,20.360000,SYNTHETIC,DESCENT,9.377,0.058,3.093,0.198,-0.039,19.605,100318.7,84.14,-5.11,,,,,,,,1,0,CDF5
1019,20.380000,SYNTHETIC,DESCENT,9.427,0.104,3.002,0.008,-0.082,20.380,100314.9,84.46,-5.08,,,,,,,,1,0,03A2
1020,20.400000,SYNTHETIC,DESCENT,9.390,-0.014,2.913,0.077,-0.025,21.134,100317.0,84.28,-5.06,,,,,,,,1,0,3439
1021,20.420000,SYNTHETIC,DESCENT,9.390,-0.037,2.872,0.185,0.143,21.715,100321.0,83.94,-5.07,,,,,,,,1,0,3624
1022,20.440000,SYNTHETIC,DESCENT,9.422,0.009,2.876,0.052,0.059,22.263,100322.9,83.78,-5.08,,,,,,,,1,0,5F7E
1023,20.460000,SYNTHETIC,DESCENT,9.366,-0.004,2.735,-0.210,-0.049,23.041,100323.6,83.73,-5.09,,,,,,,,1,0,12DD
1024,20.480000,SYNTHETIC,DESCENT,9.388,-0.001,2.738,-0.016,0.080,23.249,100320.1,84.02,-5.05,,,,,,,,1,0,FE0B
1025,20.500000,SYNTHETIC,DESCENT,9.442,-0.086,2.612,0.209,-0.191,23.858,100323.1,83.77,-5.03,,,,,,,,1,0,CFCE
1026,20.520000,SYNTHETIC,DESCENT,9.540,0.068,2.636,0.028,0.033,24.352,100325.2,83.59,-5.02,,,,,,,,1,0,B1F3
1027,20.540000,SYNTHETIC,DESCENT,9.408,0.051,2.698,0.204,-0.040,24.444,100323.4,83.74,-4.98,,,,,,,,1,0,5E39
1028,20.560000,SYNTHETIC,DESCENT,9.604,-0.020,2.580,-0.001,0.170,24.680,100327.4,83.41,-4.98,,,,,,,,1,0,EE21
1029,20.580000,SYNTHETIC,DESCENT,9.418,-0.026,2.535,0.116,0.057,24.692,100332.3,83.00,-5.01,,,,,,,,1,0,CA87
1030,20.600000,SYNTHETIC,DESCENT,9.438,0.062,2.505,0.018,-0.053,24.941,100330.2,83.17,-5.00,,,,,,,,1,0,449A
1031,20.620000,SYNTHETIC,DESCENT,9.498,-0.056,2.546,-0.111,-0.072,24.978,100331.4,83.07,-5.00,,,,,,,,1,0,48B9
1032,20.640000,SYNTHETIC,DESCENT,9.562,-0.029,2.547,0.086,-0.042,25.023,100331.5,83.06,-4.98,,,,,,,,1,0,3372
1033,20.660000,SYNTHETIC,DESCENT,9.446,0.039,2.570,0.001,0.063,24.927,100336.6,82.64,-5.01,,,,,,,,1,0,FB72
1034,20.680000,SYNTHETIC,DESCENT,9.439,0.004,2.604,-0.001,-0.257,24.844,100335.0,82.77,-5.00,,,,,,,,1,0,1BE8
1035,20.700000,SYNTHETIC,DESCENT,9.485,0.032,2.625,-0.022,0.114,24.591,100334.3,82.83,-4.98,,,,,,,,1,0,FB1A
1036,20.720000,SYNTHETIC,DESCENT,9.543,-0.034,2.520,-0.097,0.037,24.144,100337.0,82.60,-4.97,,,,,,,,1,0,C365
1037,20.740000,SYNTHETIC,DESCENT,9.355,0.057,2.639,-0.105,-0.042,23.839,100344.6,81.96,-5.03,,,,,,,,1,0,5903
1038,20.760000,SYNTHETIC,DESCENT,9.487,-0.058,2.675,-0.064,-0.059,23.554,100343.4,82.06,-5.06,,,,,,,,1,0,35C8
1039,20.780000,SYNTHETIC,DESCENT,9.376,0.047,2.738,0.043,0.102,23.039,100340.9,82.27,-5.05,,,,,,,,1,0,94AC
1040,20.800000,SYNTHETIC,DESCENT,9.389,-0.010,2.732,-0.099,-0.049,22.728,100338.7,82.46,-5.01,,,,,,,,1,0,0FAE
1041,20.820000,SYNTHETIC,DESCENT,9.342,0.016,2.797,-0.003,-0.119,22.168,100346.3,81.82,-5.03,,,,,,,,1,0,95AE
1042,20.840000,SYNTHETIC,DESCENT,9.310,-0.027,2.864,-0.026,-0.042,21.567,100345.6,81.88,-5.04,,,,,,,,1,0,4433
1043,20.860000,SYNTHETIC,DESCENT,9.341,-0.031,2.954,-0.031,0.097,20.826,100343.8,82.03,-5.01,,,,,,,,1,0,F36E
1044,20.880000,SYNTHETIC,DESCENT,9.243,-0.013,3.037,-0.144,0.092,20.006,100351.3,81.40,-5.05,,,,,,,,1,0,854E
1045,20.900000,SYNTHETIC,DESCENT,9.297,0.043,3.104,-0.086,-0.036,19.371,100345.3,81.91,-5.01,,,,,,,,1,0,0C64
1046,20.920000,SYNTHETIC,DESCENT,9.195,-0.024,3.192,-0.029,-0.129,18.507,100348.4,81.65,-5.00,,,,,,,,1,0,8334
1047,20.940000,SYNTHETIC,DESCENT,9.239,-0.055,3.241,-0.171,-0.015,17.799,100350.0,81.51,-4.99,,,,,,,,1,0,8916
1048,20.960000,SYNTHETIC,DESCENT,9.166,-0.061,3.411,-0.086,-0.031,16.541,100350.2,81.49,-4.97,,,,,,,,1,0,83CB
1049,20.980000,SYNTHETIC,DESCENT,9.184,0.061,3.435,-0.145,-0.060,15.552,100350.6,81.46,-4.95,,,,,,,,1,0,FD4D
1050,21.000000,SYNTHETIC,DESCENT,9.097,0.061,3.501,0.002,-0.134,14.636,100353.8,81.19,-4.94,,0.0001495,0.0002702,80.5,3,9,4.083,1,0,1D97
1051,21.020000,SYNTHETIC,DESCENT,9.249,-0.048,3.699,-0.008,-0.050,13.635,100351.1,81.42,-4.90,,,,,,,,1,0,C437
1052,21.040000,SYNTHETIC,DESCENT,9.173,0.032,3.795,0.011,0.014,12.712,100355.4,81.06,-4.89,,,,,,,,1,0,3187
1053,21.060000,SYNTHETIC,DESCENT,8.995,-0.052,3.888,0.164,-0.167,11.539,100359.2,80.74,-4.91,,,,,,,,1,0,C555
1054,21.080000,SYNTHETIC,DESCENT,8.887,0.027,3.964,-0.120,0.047,10.227,100360.6,80.62,-4.93,,,,,,,,1,0,82E6
1055,21.100000,SYNTHETIC,DESCENT,8.939,-0.090,4.051,-0.146,0.072,9.101,100363.2,80.40,-4.96,,,,,,,,1,0,6A2A
1056,21.120000,SYNTHETIC,DESCENT,8.871,-0.028,4.101,-0.003,0.008,8.028,100359.5,80.71,-4.95,,,,,,,,1,0,F12F
1057,21.140000,SYNTHETIC,DESCENT,8.788,-0.030,4.307,-0.169,-0.115,6.992,100355.9,81.02,-4.88,,,,,,,,1,0,7F37
1058,21.160000,SYNTHETIC,DESCENT,8.798,-0.026,4.318,0.116,0.011,5.660,100362.4,80.47,-4.88,,,,,,,,1,0,14FF
1059,21.180000,SYNTHETIC,DESCENT,8.782,0.011,4.501,0.128,0.078,4.391,100366.9,80.09,-4.90,,,,,,,,1,0,C262
1060,21.200000,SYNTHETIC,DESCENT,8.675,-0.050,4.666,-0.045,-0.205,3.229,100365.3,80.23,-4.90,,,,,,,,1,0,9CD7
1061,21.220000,SYNTHETIC,DESCENT,8.652,-0.005,4.698,0.024,-0.008,1.962,100368.5,79.96,-4.92,,,,,,,,1,0,01ED
1062,21.240000,SYNTHETIC,DESCENT,8.616,-0.064,4.874,-0.086,0.086,0.798,100367.6,80.03,-4.91,,,,,,,,1,0,746D
1063,21.260000,SYNTHETIC,DESCENT,8.445,0.014,4.973,-0.127,0.030,-0.498,100369.8,79.85,-4.92,,,,,,,,1,0,853C
1064,21.280000,SYNTHETIC,DESCENT,8.447,0.002,5.146,-0.056,-0.019,-1.787,100369.3,79.89,-4.91,,,,,,,,1,0,3B85
1065,21.300000,SYNTHETIC,DESCENT,8.388,0.036,5.122,-0.131,0.186,-3.188,100371.7,79.69,-4.91,,,,,,,,1,0,518C
1066,21.320000,SYNTHETIC,DESCENT,8.347,-0.024,5.244,0.040,0.103,-4.347,100370.0,79.83,-4.89,,,,,,,,1,0,0CD8
1067,21.340000,SYNTHETIC,DESCENT,8.225,0.057,5.346,-0.072,0.101,-5.733,100374.7,79.44,-4.90,,,,,,,,1,0,7334
1068,21.360000,SYNTHETIC,DESCENT,8.205,-0.055,5.484,-0.190,-0.075,-6.877,100374.4,79.46,-4.89,,,,,,,,1,0,D0B2
1069,21.380000,SYNTHETIC,DESCENT,8.163,0.034,5.589,-0.039,0.079,-8.127,100377.2,79.23,-4.90,,,,,,,,1,0,AEDE
1070,21.400000,SYNTHETIC,DESCENT,7.955,0.027,5.641,0.093,0.123,-9.113,100380.4,78.96,-4.93,,,,,,,,1,0,0811
1071,21.420000,SYNTHETIC,DESCENT,7.851,0.024,5.811,-0.054,-0.102,-10.407,100385.0,78.58,-4.99,,,,,,,,1,0,5115
1072,21.440000,SYNTHETIC,DESCENT,7.855,-0.048,5.915,0.040,0.035,-11.486,100378.6,79.11,-4.98,,,,,,,,1,0,1FEF
1073,21.460000,SYNTHETIC,DESCENT,7.812,0.008,6.024,-0.058,0.145,-12.705,100386.0,78.49,-5.02,,,,,,,,1,0,C038
1074,21.480000,SYNTHETIC,DESCENT,7.676,-0.048,6.039,0.098,-0.116,-13.540,100385.8,78.51,-5.05,,,,,,,,1,0,5EFF
1075,21.500000,SYNTHETIC,DESCENT,7.601,-0.019,6.107,0.052,-0.097,-14.534,100378.5,79.12,-5.00,,,,,,,,1,0,6853
1076,21.520000,SYNTHETIC,DESCENT,7.582,-0.062,6.287,-0.059,0.146,-15.737,100382.0,78.83,-4.97,,,,,,,,1,0,C415
1077,21.540000,SYNTHETIC,DESCENT,7.559,0.000,6.218,0.051,0.087,-16.608,100384.7,78.60,-4.95,,,,,,,,1,0,16DB
1078,21.560000,SYNTHETIC,DESCENT,7.496,0.004,6.342,-0.041,0.160,-17.425,100382.6,78.78,-4.91,,,,,,,,1,0,D0B2
1079,21.580000,SYNTHETIC,DESCENT,7.430,0.017,6.343,0.187,-0.024,-18.575,100386.0,78.49,-4.89,,,,,,,,1,0,CAAC
1080,21.600000,SYNTHETIC,DESCENT,7.284,-0.065,6.420,0.067,0.073,-19.161,100393.5,77.86,-4.93,,,,,,,,1,0,A00E
1081,21.620000,SYNTHETIC,DESCENT,7.278,-0.128,6.580,-0.132,-0.070,-20.007,100388.7,78.26,-4.92,,,,,,,,1,0,3FE5
1082,21.640000,SYNTHETIC,DESCENT,7.275,0.041,6.712,-0.031,0.116,-20.818,100395.9,77.66,-4.96,,,,,,,,1,0,6798
1083,21.660000,SYNTHETIC,DESCENT,7.181,0.148,6.693,-0.171,0.002,-21.470,100386.8,78.42,-4.90,,,,,,,,1,0,DA85
1084,21.680000,SYNTHETIC,DESCENT,7.108,0.048,6.732,-0.069,-0.021,-22.138,100399.6,77.35,-4.95,,,,,,,,1,0,12B4
1085,21.700000,SYNTHETIC,DESCENT,7.184,-0.012,6.745,0.044,0.095,-22.525,100398.7,77.43,-4.99,,,,,,,,1,0,3AA0
1086,21.720000,SYNTHETIC,DESCENT,7.011,0.135,6.711,-0.045,-0.147,-23.029,100395.8,77.67,-4.98,,,,,,,,1,0,5079
1087,21.740000,SYNTHETIC,DESCENT,7.118,-0.084,6.768,0.114,0.069,-23.553,100397.9,77.49,-4.98,,,,,,,,1,0,700F
1088,21.760000,SYNTHETIC,DESCENT,6.923,0.046,6.806,-0.217,0.144,-23.996,100394.7,77.76,-4.94,,,,,,,,1,0,CE3F
1089,21.780000,SYNTHETIC,DESCENT,7.001,-0.016,6.834,-0.192,-0.060,-24.501,100399.0,77.40,-4.93,,,,,,,,1,0,33EE
1090,21.800000,SYNTHETIC,DESCENT,7.023,-0.018,6.993,0.011,-0.008,-24.629,100395.1,77.73,-4.87,,,,,,,,1,0,0649
1091,21.820000,SYNTHETIC,DESCENT,6.938,-0.048,6.996,-0.008,0.216,-24.770,100401.9,77.16,-4.87,,,,,,,,1,0,71A3
1092,21.840000,SYNTHETIC,DESCENT,7.005,0.021,6.961,0.082,0.024,-24.763,100407.7,76.67,-4.91,,,,,,,,1,0,2AD6
1093,21.860000,SYNTHETIC,DESCENT,6.896,-0.017,6.847,-0.045,0.005,-25.046,100407.3,76.71,-4.94,,,,,,,,1,0,7B36
1094,21.880000,SYNTHETIC,DESCENT,6.998,-0.101,6.916,0.103,-0.138,-25.018,100404.0,76.98,-4.92,,,,,,,,1,0,2564
1095,21.900000,SYNTHETIC,DESCENT,6.884,-0.073,6.933,0.005,0.066,-24.845,100412.9,76.24,-4.98,,,,,,,,1,0,F7DE
1096,21.920000,SYNTHETIC,DESCENT,6.918,-0.011,6.936,-0.044,-0.070,-24.883,100405.8,76.83,-4.96,,,,,,,,1,0,DF91
1097,21.940000,SYNTHETIC,DESCENT,7.011,-0.085,6.888,-0.081,-0.146,-24.658,100410.5,76.44,-4.97,,,,,,,,1,0,6EC2
1098,21.960000,SYNTHETIC,DESCENT,6.952,-0.006,6.834,-0.065,0.221,-24.383,100410.2,76.46,-4.96,,,,,,,,1,0,BB23
1099,21.980000,SYNTHETIC,DESCENT,7.065,0.017,6.929,-0.089,0.092,-23.940,100412.4,76.28,-4.97,,,,,,,,1,0,6AA7
1100,22.000000,SYNTHETIC,DESCENT,7.006,-0.007,6.836,-0.190,0.027,-23.863,100415.8,75.99,-4.99,,0.0001472,0.0002981,77.1,3,9,4.083,1,0,7879
1101,22.020000,SYNTHETIC,DESCENT,7.076,0.044,6.803,-0.116,-0.026,-23.175,100413.3,76.20,-4.98,,,,,,,,1,0,E8F1
1102,22.040000,SYNTHETIC,DESCENT,7.088,0.041,6.784,0.253,0.117,-22.880,100413.3,76.20,-4.96,,,,,,,,1,0,900D
1103,22.060000,SYNTHETIC,DESCENT,7.131,0.004,6.728,0.006,0.070,-22.399,100415.6,76.01,-4.95,,,,,,,,1,0,0ADA
1104,22.080000,SYNTHETIC,DESCENT,7.195,0.010,6.628,0.121,-0.029,-21.811,100422.5,75.43,-4.99,,,,,,,,1,0,4447
1105,22.100000,SYNTHETIC,DESCENT,7.233,0.072,6.583,-0.029,-0.096,-21.097,100417.3,75.87,-4.98,,,,,,,,1,0,66C5
1106,22.120000,SYNTHETIC,DESCENT,7.255,0.003,6.594,-0.086,0.042,-20.580,100415.0,76.06,-4.92,,,,,,,,1,0,DD01
1107,22.140000,SYNTHETIC,DESCENT,7.245,0.096,6.557,0.154,-0.033,-19.560,100421.3,75.53,-4.93,,,,,,,,1,0,A654
1108,22.160000,SYNTHETIC,DESCENT,7.377,-0.008,6.474,0.038,0.059,-18.884,100421.5,75.51,-4.92,,,,,,,,1,0,2DF0
1109,22.180000,SYNTHETIC,DESCENT,7.311,-0.078,6.324,-0.051,-0.001,-17.929,100433.7,74.49,-5.02,,,,,,,,1,0,F41F
1110,22.200000,SYNTHETIC,DESCENT,7.391,-0.105,6.339,-0.055,-0.041,-17.024,100424.6,75.25,-5.01,,,,,,,,1,0,5E7B
1111,22.220000,SYNTHETIC,DESCENT,7.546,-0.052,6.297,0.077,-0.041,-16.088,100430.8,74.73,-5.05,,,,,,,,1,0,C5BC
1112,22.240000,SYNTHETIC,DESCENT,7.539,-0.073,6.244,-0.014,0.058,-15.205,100427.9,74.98,-5.05,,,,,,,,1,0,AA36
1113,22.260000,SYNTHETIC,DESCENT,7.684,0.008,6.115,-0.090,0.191,-13.918,100429.0,74.89,-5.05,,,,,,,,1,0,11DD
1114,22.280000,SYNTHETIC,DESCENT,7.743,-0.063,5.943,0.065,-0.011,-13.126,100424.7,75.25,-5.00,,,,,,,,1,0,70E4
1115,22.300000,SYNTHETIC,DESCENT,7.739,-0.047,5.913,-0.034,0.135,-11.996,100427.0,75.05,-4.96,,,,,,,,1,0,5E21
1116,22.320000,SYNTHETIC,DESCENT,7.849,-0.001,5.900,0.100,0.129,-10.869,100432.4,74.60,-4.96,,,,,,,,1,0,AC13
1117,22.340000,SYNTHETIC,DESCENT,8.053,-0.005,5.742,-0.069,-0.001,-9.916,100431.9,74.64,-4.95,,,,,,,,1,0,60AE
1118,22.360000,SYNTHETIC,DESCENT,7.983,-0.010,5.679,0.250,-0.046,-8.619,100434.1,74.46,-4.94,,,,,,,,1,0,7DBD
1119,22.380000,SYNTHETIC,DESCENT,8.098,0.106,5.414,0.001,0.147,-7.337,100430.8,74.73,-4.90,,,,,,,,1,0,F950
1120,22.400000,SYNTHETIC,DESCENT,8.085,-0.009,5.375,0.066,0.188,-6.278,100438.7,74.07,-4.92,,,,,,,,1,0,8A6A
1121,22.420000,SYNTHETIC,DESCENT,8.231,-0.097,5.355,-0.036,0.012,-4.880,100438.4,74.10,-4.93,,,,,,,,1,0,E55D
1122,22.440000,SYNTHETIC,DESCENT,8.246,0.012,5.323,0.129,0.042,-3.585,100439.6,74.00,-4.93,,,,,,,,1,0,C008
1123,22.460000,SYNTHETIC,DESCENT,8.443,-0.076,5.132,-0.047,-0.184,-2.410,100439.4,74.01,-4.93,,,,,,,,1,0,0663
1124,22.480000,SYNTHETIC,DESCENT,8.357,-0.032,4.920,0.177,-0.225,-1.390,100447.8,73.31,-4.99,,,,,,,,1,0,0590
1125,22.500000,SYNTHETIC,DESCENT,8.479,0.061,4.981,0.007,-0.160,-0.113,100448.4,73.26,-5.04,,,,,,,,1,0,52E2
1126,22.520000,SYNTHETIC,DESCENT,8.604,-0.025,4.752,0.109,-0.144,1.150,100446.6,73.41,-5.06,,,,,,,,1,0,CC6B
1127,22.540000,SYNTHETIC,DESCENT,8.647,0.001,4.718,-0.111,0.136,2.483,100440.3,73.94,-5.01,,,,,,,,1,0,F7C3
1128,22.560000,SYNTHETIC,DESCENT,8.624,-0.107,4.477,-0.012,-0.239,3.624,100445.1,73.54,-4.99,,,,,,,,1,0,2091
1129,22.580000,SYNTHETIC,DESCENT,8.749,-0.019,4.500,0.053,0.038,4.898,100450.5,73.08,-5.02,,,,,,,,1,0,F44D
1130,22.600000,SYNTHETIC,DESCENT,8.772,0.062,4.356,0.088,0.123,6.137,100445.0,73.54,-4.98,,,,,,,,1,0,57A4
1131,22.620000,SYNTHETIC,DESCENT,8.887,0.012,4.111,0.036,-0.038,7.369,100454.2,72.77,-5.02,,,,,,,,1,0,6AA9
1132,22.640000,SYNTHETIC,DESCENT,8.942,-0.006,4.118,-0.131,0.141,8.589,100453.6,72.82,-5.04,,,,,,,,1,0,5DE6
1133,22.660000,SYNTHETIC,DESCENT,8.962,-0.045,3.978,0.100,0.142,9.649,100447.3,73.35,-4.99,,,,,,,,1,0,886E
1134,22.680000,SYNTHETIC,DESCENT,8.971,0.052,3.853,0.091,0.126,10.861,100457.1,72.53,-5.02,,,,,,,,1,0,C72D
1135,22.700000,SYNTHETIC,DESCENT,9.107,-0.057,3.774,-0.089,0.189,11.926,100447.9,73.30,-4.95,,,,,,,,1,0,95FA
1136,22.720000,SYNTHETIC,DESCENT,9.104,0.031,3.739,-0.064,0.020,13.084,100459.3,72.35,-4.99,,,,,,,,1,0,EC1B
1137,22.740000,SYNTHETIC,DESCENT,9.112,-0.028,3.658,0.066,-0.138,14.298,100455.3,72.68,-4.97,,,,,,,,1,0,279B
1138,22.760000,SYNTHETIC,DESCENT,9.157,0.031,3.526,-0.084,0.026,15.339,100457.8,72.47,-4.96,,,,,,,,1,0,C503
1139,22.780000,SYNTHETIC,DESCENT,9.158,0.061,3.311,0.034,-0.037,16.074,100456.2,72.61,-4.93,,,,,,,,1,0,F5DB
1140,22.800000,SYNTHETIC,DESCENT,9.210,-0.018,3.294,-0.107,-0.019,17.173,100463.7,71.98,-4.96,,,,,,,,1,0,1339
1141,22.820000,SYNTHETIC,DESCENT,9.184,0.023,3.117,0.032,-0.131,17.970,100459.4,72.34,-4.94,,,,,,,,1,0,B398
1142,22.840000,SYNTHETIC,DESCENT,9.268,-0.033,3.192,0.115,-0.131,18.778,100470.7,71.39,-5.02,,,,,,,,1,0,0631
1143,22.860000,SYNTHETIC,DESCENT,9.289,0.040,3.060,0.024,-0.031,19.557,100463.5,71.99,-5.01,,,,,,,,1,0,9FA6
1144,22.880000,SYNTHETIC,DESCENT,9.251,-0.103,2.908,-0.130,0.094,20.535,100467.2,71.68,-5.02,,,,,,,,1,0,961A
1145,22.900000,SYNTHETIC,DESCENT,9.450,0.056,3.051,0.155,0.048,21.129,100464.2,71.93,-4.99,,,,,,,,1,0,71E8
1146,22.920000,SYNTHETIC,DESCENT,9.400,0.089,2.879,-0.056,-0.140,21.864,100468.4,71.58,-5.00,,,,,,,,1,0,8157
1147,22.940000,SYNTHETIC,DESCENT,9.407,0.044,2.764,-0.055,0.085,22.380,100465.8,71.80,-4.97,,,,,,,,1,0,BA0C
1148,22.960000,SYNTHETIC,DESCENT,9.376,0.048,2.832,0.117,0.009,22.834,100470.4,71.41,-4.97,,,,,,,,1,0,2805
1149,22.980000,SYNTHETIC,DESCENT,9.440,-0.032,2.704,-0.053,-0.199,23.286,100470.5,71.41,-4.96,,,,,,,,1,0,25CF
1150,23.000000,SYNTHETIC,DESCENT,9.495,0.026,2.644,-0.131,0.062,23.855,100475.9,70.95,-4.99,,0.0001709,0.0003047,69.1,3,9,4.080,1,0,1EDD
1151,23.020000,SYNTHETIC,DESCENT,9.430,-0.008,2.568,0.020,0.028,24.082,100474.9,71.04,-5.00,,,,,,,,1,0,C0D4
1152,23.040000,SYNTHETIC,DESCENT,9.422,-0.067,2.626,-0.033,-0.142,24.086,100471.8,71.30,-4.97,,,,,,,,1,0,4192
1153,23.060000,SYNTHETIC,DESCENT,9.471,0.083,2.662,0.054,0.085,24.645,100473.6,71.15,-4.95,,,,,,,,1,0,1004
1154,23.080000,SYNTHETIC,DESCENT,9.512,-0.037,2.518,0.021,-0.099,24.876,100481.4,70.49,-4.99,,,,,,,,1,0,98AE
1155,23.100000,SYNTHETIC,DESCENT,9.523,0.012,2.633,0.006,0.053,24.963,100475.5,70.99,-4.96,,,,,,,,1,0,DF62
1156,23.120000,SYNTHETIC,DESCENT,9.396,-0.055,2.582,0.098,0.018,24.931,100483.0,70.36,-4.99,,,,,,,,1,0,4187
1157,23.140000,SYNTHETIC,DESCENT,9.467,-0.036,2.547,-0.039,0.087,24.899,100481.2,70.51,-4.99,,,,,,,,1,0,C9DC
1158,23.160000,SYNTHETIC,DESCENT,9.474,-0.018,2.520,0.153,-0.040,24.828,100489.5,69.81,-5.06,,,,,,,,1,0,221F
1159,23.180000,SYNTHETIC,DESCENT,9.495,-0.051,2.552,-0.033,-0.005,24.680,100481.4,70.49,-5.04,,,,,,,,1,0,DE5B
1160,23.200000,SYNTHETIC,DESCENT,9.473,0.009,2.626,-0.026,-0.232,24.491,100487.8,69.96,-5.07,,,,,,,,1,0,7D47
1161,23.220000,SYNTHETIC,DESCENT,9.474,0.046,2.620,0.173,-0.024,24.221,100487.3,70.00,-5.08,,,,,,,,1,0,CE23
1162,23.240000,SYNTHETIC,DESCENT,9.465,0.030,2.562,-0.139,-0.064,23.916,100481.0,70.53,-5.01,,,,,,,,1,0,6328
1163,23.260000,SYNTHETIC,DESCENT,9.430,-0.037,2.620,-0.013,0.045,23.514,100492.7,69.55,-5.05,,,,,,,,1,0,E9C2
1164,23.280000,SYNTHETIC,DESCENT,9.476,0.066,2.801,-0.081,0.020,23.120,100495.5,69.31,-5.11,,,,,,,,1,0,62A0
1165,23.300000,SYNTHETIC,DESCENT,9.450,-0.027,2.824,-0.113,-0.079,22.770,100493.6,69.47,-5.13,,,,,,,,1,0,4F18
1166,23.320000,SYNTHETIC,DESCENT,9.484,0.018,2.804,0.073,-0.006,22.131,100490.6,69.72,-5.11,,,,,,,,1,0,E954
1167,23.340000,SYNTHETIC,DESCENT,9.432,0.054,2.907,0.121,-0.013,21.353,100492.2,69.59,-5.09,,,,,,,,1,0,26F0
1168,23.360000,SYNTHETIC,DESCENT,9.404,0.045,2.934,-0.124,0.024,20.782,100494.8,69.37,-5.09,,,,,,,,1,0,0246
1169,23.380000,SYNTHETIC,DESCENT,9.312,0.005,3.004,-0.010,-0.083,20.003,100496.5,69.23,-5.09,,,,,,,,1,0,E6F1
1170,23.400000,SYNTHETIC,DESCENT,9.346,0.095,3.155,-0.293,0.084,19.057,100492.8,69.54,-5.05,,,,,,,,1,0,F468
1171,23.420000,SYNTHETIC,DESCENT,9.241,-0.032,3.156,0.099,-0.145,18.347,100499.0,69.02,-5.05,,,,,,,,1,0,54AE
1172,23.440000,SYNTHETIC,DESCENT,9.186,0.041,3.274,-0.019,0.062,17.509,100493.7,69.46,-5.00,,,,,,,,1,0,A589
1173,23.460000,SYNTHETIC,DESCENT,9.193,0.036,3.376,0.027,-0.048,16.706,100497.2,69.17,-4.97,,,,,,,,1,0,BDF5
1174,23.480000,SYNTHETIC,DESCENT,9.277,0.051,3.442,0.098,-0.082,15.839,100504.5,68.56,-5.00,,,,,,,,1,0,AD03
1175,23.500000,SYNTHETIC,DESCENT,9.184,0.011,3.499,-0.073,-0.007,14.735,100506.7,68.37,-5.03,,,,,,,,1,0,4D8E
1176,23.520000,SYNTHETIC,DESCENT,9.057,-0.013,3.608,-0.131,-0.029,13.597,100503.8,68.62,-5.03,,,,,,,,1,0,F044
1177,23.540000,SYNTHETIC,DESCENT,9.089,-0.012,3.843,-0.160,0.174,12.642,100499.4,68.98,-4.97,,,,,,,,1,0,EFB1
1178,23.560000,SYNTHETIC,DESCENT,9.055,0.006,3.877,0.024,-0.037,11.486,100512.2,67.91,-5.03,,,,,,,,1,0,5624
1179,23.580000,SYNTHETIC,DESCENT,8.926,-0.039,3.911,-0.186,-0.227,10.358,100511.9,67.94,-5.07,,,,,,,,1,0,3E90
